rho,cnv_chr,cnv_gene,ge_chr,ge_gene
0.404215,11,CARS,11,CARS
0.403856,11,TRIM44,11,TRIM44
0.403856,11,TRIM44,11,TRIM44
0.403856,11,TRIM44,11,TRIM44
0.403856,11,TRIM44,11,TRIM44
0.403856,11,TRIM44,11,TRIM44
0.403018,11,NAP1L4,11,NAP1L4
0.403018,11,NAP1L4,11,NAP1L4
0.403018,11,NAP1L4,11,NAP1L4
0.403018,11,NAP1L4,11,NAP1L4
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.399833,11,TRIM44,11,TRIM44
0.398307,11,TMEM9B,11,TMEM9B
0.398307,11,TMEM9B,11,TMEM9B
0.398239,11,CARS,11,CARS
0.398239,11,CARS,11,CARS
0.398239,11,CARS,11,CARS
0.398107,11,CFL1,11,CFL1
0.396792,11,CARS,11,CARS
0.395944,11,CARS,11,CARS
0.395944,11,CARS,11,CARS
0.394227,11,ST5,11,ST5
0.392806,11,TMEM9B,11,TMEM9B
0.392806,11,TMEM9B,11,TMEM9B
0.391894,11,CARS,11,CARS
0.391894,11,CARS,11,CARS
0.391894,11,CARS,11,CARS
0.389259,11,TOLLIP,11,TOLLIP
0.388999,11,TOLLIP,11,TOLLIP
0.388999,11,TOLLIP,11,TOLLIP
0.388625,11,EI24,11,EI24
0.388625,11,EI24,11,EI24
0.386098,11,TOLLIP,11,TOLLIP
0.386098,11,TOLLIP,11,TOLLIP
0.383383,11,TALDO1,11,TALDO1
0.383383,11,TALDO1,11,TALDO1
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.379108,11,MLL,11,MLL
0.377337,11,CD81,11,CD81
0.377337,11,CD81,11,CD81
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.377085,11,PICALM,11,PICALM
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.375157,11,EXT2,11,EXT2
0.374856,11,EXT2,11,EXT2
0.374739,11,AP2A2,11,AP2A2
0.374739,11,AP2A2,11,AP2A2
0.374739,11,AP2A2,11,AP2A2
0.373243,11,SUV420H1,11,SUV420H1
0.373118,11,SUV420H1,11,SUV420H1
0.373118,11,SUV420H1,11,SUV420H1
0.373118,11,SUV420H1,11,SUV420H1
0.373118,11,SUV420H1,11,SUV420H1
0.373118,11,SUV420H1,11,SUV420H1
0.371342,11,GTF2H1,11,GTF2H1
0.371342,11,GTF2H1,11,GTF2H1
0.370344,11,SNX19,11,SNX19
0.370344,11,SNX19,11,SNX19
0.370344,11,SNX19,11,SNX19
0.370344,11,SNX19,11,SNX19
0.370299,11,AP2A2,11,AP2A2
0.370299,11,AP2A2,11,AP2A2
0.370102,11,AP2A2,11,AP2A2
0.370102,11,AP2A2,11,AP2A2
0.370102,11,AP2A2,11,AP2A2
0.369995,11,C11orf58,11,C11orf58
0.369995,11,C11orf58,11,C11orf58
0.369995,11,C11orf58,11,C11orf58
0.367165,11,AP2A2,11,AP2A2
0.367165,11,AP2A2,11,AP2A2
0.367165,11,AP2A2,11,AP2A2
0.367165,11,AP2A2,11,AP2A2
0.367165,11,AP2A2,11,AP2A2
0.365111,11,GTF2H1,11,GTF2H1
0.365111,11,GTF2H1,11,GTF2H1
0.365111,11,GTF2H1,11,GTF2H1
0.363818,11,AP2A2,11,AP2A2
0.363818,11,AP2A2,11,AP2A2
0.361395,11,ACP2,11,ACP2
0.359214,11,AP2A2,11,AP2A2
0.359214,11,AP2A2,11,AP2A2
0.359214,11,AP2A2,11,AP2A2
0.359214,11,AP2A2,11,AP2A2
0.359214,11,AP2A2,11,AP2A2
0.359162,11,IPO7,11,IPO7
0.359162,11,IPO7,11,IPO7
0.359162,11,IPO7,11,IPO7
0.359162,11,IPO7,11,IPO7
0.359162,11,IPO7,11,IPO7
0.359162,11,IPO7,11,IPO7
0.359162,11,IPO7,11,IPO7
0.358548,11,IPO7,11,IPO7
0.358154,11,ARHGAP1,11,ARHGAP1
0.358154,11,ARHGAP1,11,ARHGAP1
0.358154,11,ARHGAP1,11,ARHGAP1
0.356758,11,APIP,11,APIP
0.356758,11,APIP,11,APIP
0.356758,11,APIP,11,APIP
0.353884,11,FIBP,11,FIBP
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.353078,11,EXT2,11,EXT2
0.352976,11,EXT2,11,EXT2
0.352651,11,ACP2,11,ACP2
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351402,11,PICALM,11,PICALM
0.351299,11,RRAS2,11,RRAS2
0.351299,11,RRAS2,11,RRAS2
0.351299,11,RRAS2,11,RRAS2
0.350738,11,TPP1,11,TPP1
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.348708,11,CD44,11,CD44
0.347376,11,IPO7,11,IPO7
0.346943,11,IPO7,11,IPO7
0.346943,11,IPO7,11,IPO7
0.346943,11,IPO7,11,IPO7
0.346943,11,IPO7,11,IPO7
0.346943,11,IPO7,11,IPO7
0.346943,11,IPO7,11,IPO7
0.346943,11,IPO7,11,IPO7
0.345010,11,SF3B2,11,SF3B2
0.345010,11,SF3B2,11,SF3B2
0.345010,11,SF3B2,11,SF3B2
0.344210,11,FBXO3,11,FBXO3
0.344210,11,FBXO3,11,FBXO3
0.344210,11,FBXO3,11,FBXO3
0.344210,11,FBXO3,11,FBXO3
0.342727,11,SNX19,11,SNX19
0.342727,11,SNX19,11,SNX19
0.342727,11,SNX19,11,SNX19
0.342727,11,SNX19,11,SNX19
0.342423,11,CTTN,11,CTTN
0.342423,11,CTTN,11,CTTN
0.342423,11,CTTN,11,CTTN
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342347,11,PARVA,11,PARVA
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.342270,11,PSMA1,11,PSMA1
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340954,11,MLL,11,MLL
0.340190,11,C11orf2,11,C11orf2
0.340190,11,C11orf2,11,C11orf2
0.340190,11,C11orf2,11,C11orf2
0.340190,11,C11orf2,11,C11orf2
0.339945,11,ARHGEF12,11,ARHGEF12
0.339945,11,ARHGEF12,11,ARHGEF12
0.339945,11,ARHGEF12,11,ARHGEF12
0.339945,11,ARHGEF12,11,ARHGEF12
0.339945,11,ARHGEF12,11,ARHGEF12
0.339945,11,ARHGEF12,11,ARHGEF12
0.339720,11,ARHGEF12,11,ARHGEF12
0.339720,11,ARHGEF12,11,ARHGEF12
0.339720,11,ARHGEF12,11,ARHGEF12
0.339720,11,ARHGEF12,11,ARHGEF12
0.339681,11,ARHGEF12,11,ARHGEF12
0.339681,11,ARHGEF12,11,ARHGEF12
0.338727,11,CAT,11,CAT
0.338727,11,CAT,11,CAT
0.338727,11,CAT,11,CAT
0.338311,11,SIDT2,11,SIDT2
0.338311,11,SIDT2,11,SIDT2
0.338311,11,SIDT2,11,SIDT2
0.338311,11,SIDT2,11,SIDT2
0.335479,11,DKK3,11,DKK3
0.335479,11,DKK3,11,DKK3
0.335479,11,DKK3,11,DKK3
0.335479,11,DKK3,11,DKK3
0.335198,11,STIM1,11,STIM1
0.335104,11,STIM1,11,STIM1
0.335104,11,STIM1,11,STIM1
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.334617,11,PRMT3,11,PRMT3
0.333731,11,STIM1,11,STIM1
0.333731,11,STIM1,11,STIM1
0.333731,11,STIM1,11,STIM1
0.333731,11,STIM1,11,STIM1
0.332756,11,STIM1,11,STIM1
0.332754,11,ARHGEF12,11,ARHGEF12
0.332754,11,ARHGEF12,11,ARHGEF12
0.332754,11,ARHGEF12,11,ARHGEF12
0.332635,11,STIM1,11,STIM1
0.332635,11,STIM1,11,STIM1
0.332093,11,STIM1,11,STIM1
0.332093,11,STIM1,11,STIM1
0.331639,11,MUS81,11,MUS81
0.331434,11,RPS25,11,RPS25
0.331014,11,SORL1,11,SORL1
0.331014,11,SORL1,11,SORL1
0.331014,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.330744,11,SORL1,11,SORL1
0.328819,11,CAPN1,11,CAPN1
0.328819,11,CAPN1,11,CAPN1
0.328819,11,CAPN1,11,CAPN1
0.328819,11,CAPN1,11,CAPN1
0.328651,11,PIK3C2A,11,PIK3C2A
0.328651,11,PIK3C2A,11,PIK3C2A
0.328651,11,PIK3C2A,11,PIK3C2A
0.328651,11,PIK3C2A,11,PIK3C2A
0.328651,11,PIK3C2A,11,PIK3C2A
0.328651,11,PIK3C2A,11,PIK3C2A
0.328651,11,PIK3C2A,11,PIK3C2A
0.327864,11,IPO7,11,IPO7
0.327864,11,IPO7,11,IPO7
0.327864,11,IPO7,11,IPO7
0.327864,11,IPO7,11,IPO7
0.327864,11,IPO7,11,IPO7
0.327864,11,IPO7,11,IPO7
0.327864,11,IPO7,11,IPO7
0.326217,11,MEN1,11,MEN1
0.326217,11,MEN1,11,MEN1
0.326217,11,MEN1,11,MEN1
0.325944,11,CTTN,11,CTTN
0.324875,11,IPO7,11,IPO7
0.323758,11,DKK3,11,DKK3
0.323758,11,DKK3,11,DKK3
0.320956,11,BBS1,11,BBS1
0.320956,11,BBS1,11,BBS1
0.320956,11,BBS1,11,BBS1
0.320956,11,BBS1,11,BBS1
0.319975,11,STIM1,11,STIM1
0.319785,11,DKK3,11,DKK3
0.319785,11,DKK3,11,DKK3
0.319785,11,DKK3,11,DKK3
0.319785,11,DKK3,11,DKK3
0.317433,11,EIF4G2,11,EIF4G2
0.317433,11,EIF4G2,11,EIF4G2
0.315597,11,STIM1,11,STIM1
0.315597,11,STIM1,11,STIM1
0.315597,11,STIM1,11,STIM1
0.315275,11,PIK3C2A,11,PIK3C2A
0.315275,11,PIK3C2A,11,PIK3C2A
0.315275,11,PIK3C2A,11,PIK3C2A
0.315275,11,PIK3C2A,11,PIK3C2A
0.315275,11,PIK3C2A,11,PIK3C2A
0.314687,11,RRAS2,11,RRAS2
0.314687,11,RRAS2,11,RRAS2
0.314687,11,RRAS2,11,RRAS2
0.314687,11,RRAS2,11,RRAS2
0.314158,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313742,11,STIM1,11,STIM1
0.313414,11,CKAP5,11,CKAP5
0.313414,11,CKAP5,11,CKAP5
0.311970,11,MRPL23,11,MRPL23
0.311970,11,MRPL23,11,MRPL23
0.311244,11,TMEM134,11,TMEM134
0.311244,11,TMEM134,11,TMEM134
0.310631,11,TSSC4,11,TSSC4
0.309077,11,DKK3,11,DKK3
0.309077,11,DKK3,11,DKK3
0.308326,11,OSBP,11,OSBP
0.308326,11,OSBP,11,OSBP
0.308326,11,OSBP,11,OSBP
0.307967,11,OSBP,11,OSBP
0.307967,11,OSBP,11,OSBP
0.307966,11,DLAT,11,DLAT
0.307966,11,DLAT,11,DLAT
0.307966,11,DLAT,11,DLAT
0.307966,11,DLAT,11,DLAT
0.307924,11,PRCP,11,PRCP
0.307924,11,PRCP,11,PRCP
0.307924,11,PRCP,11,PRCP
0.307924,11,PRCP,11,PRCP
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.307812,11,MLL,11,MLL
0.306670,11,C11orf58,11,C11orf58
0.306670,11,C11orf58,11,C11orf58
0.306670,11,C11orf58,11,C11orf58
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305884,11,CD44,11,CD44
0.305796,11,NFRKB,11,NFRKB
0.305796,11,NFRKB,11,NFRKB
0.305796,11,NFRKB,11,NFRKB
0.303313,11,BIRC2,11,BIRC2
0.303313,11,BIRC2,11,BIRC2
0.303313,11,BIRC2,11,BIRC2
0.303313,11,BIRC2,11,BIRC2
0.303313,11,BIRC2,11,BIRC2
0.303313,11,BIRC2,11,BIRC2
0.303313,11,BIRC2,11,BIRC2
0.303059,11,CKAP5,11,CKAP5
0.303059,11,CKAP5,11,CKAP5
0.303059,11,CKAP5,11,CKAP5
0.303059,11,CKAP5,11,CKAP5
0.302659,11,CKAP5,11,CKAP5
0.302571,11,CKAP5,11,CKAP5
0.302571,11,CKAP5,11,CKAP5
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301543,11,ATM,11,ATM
0.301495,11,PSMD13,11,PSMD13
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.301330,11,MLL,11,MLL
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300710,11,NUMA1,11,NUMA1
0.300642,11,CKAP5,11,CKAP5
0.300642,11,CKAP5,11,CKAP5
0.300642,11,CKAP5,11,CKAP5
0.300642,11,CKAP5,11,CKAP5
0.299359,11,PSMD13,11,PSMD13
0.299359,11,PSMD13,11,PSMD13
0.298073,11,UBE2L6,11,UBE2L6
0.298073,11,UBE2L6,11,UBE2L6
0.297892,11,TPP1,11,TPP1
0.296728,11,POLD3,11,POLD3
0.296728,11,POLD3,11,POLD3
0.296728,11,POLD3,11,POLD3
0.296728,11,POLD3,11,POLD3
0.296724,11,POLD3,11,POLD3
0.296434,11,FANCF,11,FANCF
0.296434,11,FANCF,11,FANCF
0.296434,11,FANCF,11,FANCF
0.293023,11,DLAT,11,DLAT
0.292780,11,SLC37A4,11,SLC37A4
0.292717,11,ESRRA,11,ESRRA
0.292717,11,ESRRA,11,ESRRA
0.292717,11,ESRRA,11,ESRRA
0.290576,11,PPFIA1,11,PPFIA1
0.290576,11,PPFIA1,11,PPFIA1
0.290576,11,PPFIA1,11,PPFIA1
0.290576,11,PPFIA1,11,PPFIA1
0.290576,11,PPFIA1,11,PPFIA1
0.290576,11,PPFIA1,11,PPFIA1
0.290576,11,PPFIA1,11,PPFIA1
0.290123,11,INPPL1,11,INPPL1
0.290123,11,INPPL1,11,INPPL1
0.290123,11,INPPL1,11,INPPL1
0.288274,11,SLC37A4,11,SLC37A4
0.284077,11,H2AFX,11,H2AFX
0.284077,11,H2AFX,11,H2AFX
0.283224,11,JAM3,11,JAM3
0.283224,11,JAM3,11,JAM3
0.283224,11,JAM3,11,JAM3
0.283224,11,JAM3,11,JAM3
0.281263,11,FAU,11,FAU
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279857,11,PICALM,11,PICALM
0.279093,11,PRCP,11,PRCP
0.277916,11,MRPL49,11,MRPL49
0.276838,11,SMPD1,11,SMPD1
0.275714,11,JAM3,11,JAM3
0.275714,11,JAM3,11,JAM3
0.275714,11,JAM3,11,JAM3
0.274858,11,PRCP,11,PRCP
0.274858,11,PRCP,11,PRCP
0.273764,11,NDUFS3,11,NDUFS3
0.273764,11,NDUFS3,11,NDUFS3
0.272954,11,IPO7,11,IPO7
0.272185,11,IPO7,11,IPO7
0.272185,11,IPO7,11,IPO7
0.272185,11,IPO7,11,IPO7
0.272185,11,IPO7,11,IPO7
0.272185,11,IPO7,11,IPO7
0.272185,11,IPO7,11,IPO7
0.272185,11,IPO7,11,IPO7
0.270194,11,GSTP1,11,GSTP1
0.270194,11,GSTP1,11,GSTP1
0.270038,11,MTCH2,11,MTCH2
0.270038,11,MTCH2,11,MTCH2
0.270038,11,MTCH2,11,MTCH2
0.270038,11,MTCH2,11,MTCH2
0.269439,11,JAM3,11,JAM3
0.269439,11,JAM3,11,JAM3
0.266355,11,RRAS2,11,RRAS2
0.266355,11,RRAS2,11,RRAS2
0.266355,11,RRAS2,11,RRAS2
0.266276,11,KBTBD4,11,KBTBD4
0.266276,11,KBTBD4,11,KBTBD4
0.265688,11,BACE1,11,BACE1
0.265688,11,BACE1,11,BACE1
0.265688,11,BACE1,11,BACE1
0.265640,11,THYN1,11,THYN1
0.264700,11,BRMS1,11,BRMS1
0.263578,11,TPP1,11,TPP1
0.262628,11,GTF2H1,11,GTF2H1
0.262628,11,GTF2H1,11,GTF2H1
0.262401,11,TEAD1,11,TEAD1
0.262401,11,TEAD1,11,TEAD1
0.262401,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.262386,11,TEAD1,11,TEAD1
0.259268,11,GTF2H1,11,GTF2H1
0.259268,11,GTF2H1,11,GTF2H1
0.259268,11,GTF2H1,11,GTF2H1
0.258296,11,PPFIA1,11,PPFIA1
0.258296,11,PPFIA1,11,PPFIA1
0.258296,11,PPFIA1,11,PPFIA1
0.258296,11,PPFIA1,11,PPFIA1
0.258296,11,PPFIA1,11,PPFIA1
0.258296,11,PPFIA1,11,PPFIA1
0.258296,11,PPFIA1,11,PPFIA1
0.257670,11,SRPR,11,SRPR
0.256064,11,CRY2,11,CRY2
0.256064,11,CRY2,11,CRY2
0.256064,11,CRY2,11,CRY2
0.256064,11,CRY2,11,CRY2
0.256064,11,CRY2,11,CRY2
0.255357,11,GANAB,11,GANAB
0.255357,11,GANAB,11,GANAB
0.255357,11,GANAB,11,GANAB
0.255357,11,GANAB,11,GANAB
0.255357,11,GANAB,11,GANAB
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.254372,11,PICALM,11,PICALM
0.251425,11,RBM4,11,RBM4
0.251425,11,RBM4,11,RBM4
0.250834,11,PSMD13,11,PSMD13
0.250834,11,PSMD13,11,PSMD13
0.249381,11,PSMD13,11,PSMD13
0.248931,11,TEAD1,11,TEAD1
0.248931,11,TEAD1,11,TEAD1
0.248238,11,TRIM3,11,TRIM3
0.248238,11,TRIM3,11,TRIM3
0.916395,12,CDK4,12,CDK4
0.916395,12,CDK4,12,CDK4
0.916395,12,CDK4,12,CDK4
0.886357,12,NUP107,12,NUP107
0.884372,12,OS9,12,OS9
0.874948,12,OS9,12,OS9
0.866689,12,TSFM,12,TSFM
0.866689,12,TSFM,12,TSFM
0.860595,12,OS9,12,OS9
0.859964,12,MDM2,12,MDM2
0.859159,12,CNOT2,12,CNOT2
0.859159,12,CNOT2,12,CNOT2
0.859159,12,CNOT2,12,CNOT2
0.859159,12,CNOT2,12,CNOT2
0.859159,12,CNOT2,12,CNOT2
0.859159,12,CNOT2,12,CNOT2
0.859159,12,CNOT2,12,CNOT2
0.859048,12,MDM2,12,MDM2
0.858042,12,MDM2,12,MDM2
0.856236,12,TSFM,12,TSFM
0.856236,12,TSFM,12,TSFM
0.851344,12,NUP107,12,NUP107
0.851344,12,NUP107,12,NUP107
0.851344,12,NUP107,12,NUP107
0.851207,12,OS9,12,OS9
0.844179,12,CCT2,12,CCT2
0.840028,12,TSFM,12,TSFM
0.840028,12,TSFM,12,TSFM
0.839918,12,CCT2,12,CCT2
0.829445,12,OS9,12,OS9
0.829415,12,DCTN2,12,DCTN2
0.819975,12,DCTN2,12,DCTN2
0.819903,12,DCTN2,12,DCTN2
0.817002,12,DCTN2,12,DCTN2
0.817002,12,DCTN2,12,DCTN2
0.816165,12,OS9,12,OS9
0.810535,12,OS9,12,OS9
0.809098,12,NUP107,12,NUP107
0.804004,12,MDM2,12,MDM2
0.803255,12,MDM2,12,MDM2
0.802807,12,MDM2,12,MDM2
0.802179,12,CCT2,12,CCT2
0.799851,12,MARS,12,MARS
0.798903,12,CCT2,12,CCT2
0.798619,12,OS9,12,OS9
0.795817,12,FBXL14,12,FBXL14
0.795817,12,FBXL14,12,FBXL14
0.795817,12,FBXL14,12,FBXL14
0.795817,12,FBXL14,12,FBXL14
0.795509,12,MARS,12,MARS
0.790790,12,MARS,12,MARS
0.787573,12,GNS,12,GNS
0.786733,12,MARS,12,MARS
0.777834,12,CCT2,12,CCT2
0.776747,12,CNOT2,12,CNOT2
0.776747,12,CNOT2,12,CNOT2
0.774481,12,CCT2,12,CCT2
0.769943,12,MARS,12,MARS
0.766976,12,PEX5,12,PEX5
0.766976,12,PEX5,12,PEX5
0.765711,12,PEX5,12,PEX5
0.763859,12,MARS,12,MARS
0.762524,12,CNOT2,12,CNOT2
0.762524,12,CNOT2,12,CNOT2
0.753661,12,NUP107,12,NUP107
0.751452,12,MDM1,12,MDM1
0.751452,12,MDM1,12,MDM1
0.751452,12,MDM1,12,MDM1
0.751452,12,MDM1,12,MDM1
0.751452,12,MDM1,12,MDM1
0.750405,12,MDM1,12,MDM1
0.725652,12,NUP107,12,NUP107
